Image,Detected Object(s),Generated_Image_Path
29633.jpeg,"['web site, website, internet site, site', 'book jacket, dust cover, dust jacket, dust wrapper', 'brass, memorial tablet, plaque']",images\29633.jpeg
29636.jpeg,"['canoe', 'book jacket, dust cover, dust jacket, dust wrapper', 'web site, website, internet site, site', 'paddle, boat paddle', 'fountain']",images\29636.jpeg
29674.jpeg,"['comic book', 'web site, website, internet site, site', 'book jacket, dust cover, dust jacket, dust wrapper']",images\29674.jpeg
29675.jpeg,"['racer, race car, racing car', 'sports car, sport car', 'convertible', 'pickup, pickup truck', 'cab, hack, taxi, taxicab']",images\29675.jpeg
29690.jpeg,"['siamang, Hylobates syndactylus, Symphalangus syndactylus', 'gibbon, Hylobates lar', 'macaque', 'baboon', 'guenon, guenon monkey']",images\29690.jpeg
29700.jpeg,"['valley, vale', 'cliff, drop, drop-off', 'submarine, pigboat, sub, U-boat', 'dam, dike, dyke', 'volcano']",images\29700.jpeg
29704.jpeg,"['fire screen, fireguard', 'fountain', 'comic book', 'mobile home, manufactured home', 'theater curtain, theatre curtain']",images\29704.jpeg
29794.jpeg,"['cowboy boot', 'book jacket, dust cover, dust jacket, dust wrapper', 'comic book', 'toilet seat', 'web site, website, internet site, site']",images\29794.jpeg
2983.jpeg,"['web site, website, internet site, site', 'comic book', 'book jacket, dust cover, dust jacket, dust wrapper']",images\2983.jpeg
29836.jpeg,"['chimpanzee, chimp, Pan troglodytes', 'orangutan, orang, orangutang, Pongo pygmaeus', 'caldron, cauldron', 'fire screen, fireguard', 'gorilla, Gorilla gorilla']",images\29836.jpeg
2987.jpeg,"['upright, upright piano', 'book jacket, dust cover, dust jacket, dust wrapper', 'jersey, T-shirt, tee shirt', 'safe']",images\2987.jpeg
29891.jpeg,"['chimpanzee, chimp, Pan troglodytes', 'sloth bear, Melursus ursinus, Ursus ursinus', 'American black bear, black bear, Ursus americanus, Euarctos americanus', 'fountain', 'water buffalo, water ox, Asiatic buffalo, Bubalus bubalis']",images\29891.jpeg
2992.jpeg,"['comic book', 'book jacket, dust cover, dust jacket, dust wrapper']",images\2992.jpeg
2995.jpeg,"['Afghan hound, Afghan', 'African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus', 'Madagascar cat, ring-tailed lemur, Lemur catta', 'tiger cat', 'tiger, Panthera tigris']",images\2995.jpeg
2996.jpeg,"['mountain tent', 'cliff, drop, drop-off', 'valley, vale', 'sandbar, sand bar']",images\2996.jpeg
29975.jpeg,"['jigsaw puzzle', 'web site, website, internet site, site', 'window screen', 'airship, dirigible']",images\29975.jpeg
2998.jpeg,"['oxcart', 'thresher, thrasher, threshing machine', 'horse cart, horse-cart', 'carousel, carrousel, merry-go-round, roundabout, whirligig', 'lumbermill, sawmill']",images\2998.jpeg
29980.jpeg,"['Bouvier des Flandres, Bouviers des Flandres', 'Kerry blue terrier', 'giant schnauzer', 'Irish water spaniel', 'llama']",images\29980.jpeg
30003.jpeg,"['moped', 'motor scooter, scooter']",images\30003.jpeg
30004.jpeg,"['fountain', 'spotlight, spot', 'stage', 'komondor', 'fur coat']",images\30004.jpeg
30006.jpeg,"['gorilla, Gorilla gorilla', 'macaque', 'gibbon, Hylobates lar', 'chimpanzee, chimp, Pan troglodytes', 'baboon']",images\30006.jpeg
3002.jpeg,"['book jacket, dust cover, dust jacket, dust wrapper', 'stage', 'theater curtain, theatre curtain', 'cinema, movie theater, movie theatre, movie house, picture palace', 'web site, website, internet site, site']",images\3002.jpeg
30028.jpeg,"['book jacket, dust cover, dust jacket, dust wrapper', 'comic book']",images\30028.jpeg
30035.jpeg,"['chimpanzee, chimp, Pan troglodytes', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'chain saw, chainsaw', 'macaque', 'recreational vehicle, RV, R.V.']",images\30035.jpeg
3005.jpeg,"['picket fence, paling', 'church, church building', 'mobile home, manufactured home', 'boathouse', 'window screen']",images\3005.jpeg
30051.jpeg,"['tricycle, trike, velocipede', 'missile', 'volcano', 'umbrella', 'canoe']",images\30051.jpeg
30058.jpeg,"['llama', 'bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis', 'gazelle', 'wallaby, brush kangaroo', 'fountain']",images\30058.jpeg
30063.jpeg,"['book jacket, dust cover, dust jacket, dust wrapper', 'zebra', 'comic book', 'fountain', 'web site, website, internet site, site']",images\30063.jpeg
3007.jpeg,"['trilobite', 'dam, dike, dyke']",images\3007.jpeg
3008.jpeg,"['book jacket, dust cover, dust jacket, dust wrapper']",images\3008.jpeg
30089.jpeg,"['assault rifle, assault gun', 'rifle']",images\30089.jpeg
30090.jpeg,"['gorilla, Gorilla gorilla', 'wallaby, brush kangaroo', 'bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis']",images\30090.jpeg
30135.jpeg,"['fountain', 'chimpanzee, chimp, Pan troglodytes', 'baboon', 'geyser', 'macaque']",images\30135.jpeg
30150.jpeg,"['cliff, drop, drop-off', 'promontory, headland, head, foreland', 'lakeside, lakeshore', 'valley, vale', 'tusker']",images\30150.jpeg
30154.jpeg,"['vulture', 'bald eagle, American eagle, Haliaeetus leucocephalus']",images\30154.jpeg
30159.jpeg,"['comic book', 'go-kart', 'racer, race car, racing car', 'tractor', 'lawn mower, mower']",images\30159.jpeg
3018.jpeg,"['hartebeest', 'barn', 'water buffalo, water ox, Asiatic buffalo, Bubalus bubalis', 'ibex, Capra ibex', 'impala, Aepyceros melampus']",images\3018.jpeg
30198.jpeg,"['gibbon, Hylobates lar', 'siamang, Hylobates syndactylus, Symphalangus syndactylus', 'street sign', 'comic book', 'baboon']",images\30198.jpeg
30203.jpeg,"['fountain', 'traffic light, traffic signal, stoplight', 'spotlight, spot', 'monitor']",images\30203.jpeg
3021.jpeg,"['fountain', 'mosquito net', 'mountain tent']",images\3021.jpeg
3022.jpeg,"['web site, website, internet site, site', 'comic book', 'brass, memorial tablet, plaque', 'book jacket, dust cover, dust jacket, dust wrapper']",images\3022.jpeg
30238.jpeg,"['missile', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'projectile, missile', 'tow truck, tow car, wrecker', 'milk can']",images\30238.jpeg
3024.jpeg,"['skunk, polecat, wood pussy', 'feather boa, boa', 'badger', 'quill, quill pen', 'mask']",images\3024.jpeg
30258.jpeg,"['Irish setter, red setter', 'Airedale, Airedale terrier', 'beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon', 'Irish terrier', 'Gordon setter']",images\30258.jpeg
3027.jpeg,"['Irish water spaniel', 'web site, website, internet site, site', 'book jacket, dust cover, dust jacket, dust wrapper', 'Afghan hound, Afghan', 'Irish terrier']",images\3027.jpeg
3028.jpeg,"['book jacket, dust cover, dust jacket, dust wrapper', 'comic book', 'web site, website, internet site, site', 'beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon']",images\3028.jpeg
3029.jpeg,"['baboon', 'gorilla, Gorilla gorilla', 'gibbon, Hylobates lar', 'chimpanzee, chimp, Pan troglodytes', 'macaque']",images\3029.jpeg
3032.jpeg,"['web site, website, internet site, site', 'lakeside, lakeshore', 'book jacket, dust cover, dust jacket, dust wrapper', 'canoe', 'comic book']",images\3032.jpeg
30367.jpeg,"['lumbermill, sawmill', 'milk can', ""potter's wheel"", 'siamang, Hylobates syndactylus, Symphalangus syndactylus', 'chimpanzee, chimp, Pan troglodytes']",images\30367.jpeg
30369.jpeg,"['book jacket, dust cover, dust jacket, dust wrapper', 'comic book', 'maze, labyrinth', 'jigsaw puzzle', 'zebra']",images\30369.jpeg
3038.jpeg,"['web site, website, internet site, site', 'book jacket, dust cover, dust jacket, dust wrapper', 'comic book', 'menu']",images\3038.jpeg
30384.jpeg,"['golfcart, golf cart', 'go-kart', 'lawn mower, mower', 'tractor', 'Model T']",images\30384.jpeg
3042.jpeg,"['siamang, Hylobates syndactylus, Symphalangus syndactylus', 'gorilla, Gorilla gorilla', 'chimpanzee, chimp, Pan troglodytes', 'gibbon, Hylobates lar']",images\3042.jpeg
30430.jpeg,"['mobile home, manufactured home', 'recreational vehicle, RV, R.V.']",images\30430.jpeg
30438.jpeg,"['unicycle, monocycle', 'comic book', 'crash helmet', 'ski mask', 'bannister, banister, balustrade, balusters, handrail']",images\30438.jpeg
3044.jpeg,"['envelope', 'comic book', 'backpack, back pack, knapsack, packsack, rucksack, haversack', 'jersey, T-shirt, tee shirt', 'sweatshirt']",images\3044.jpeg
30442.jpeg,"['comic book', 'shower curtain', 'theater curtain, theatre curtain', 'fountain', 'bathing cap, swimming cap']",images\30442.jpeg
30459.jpeg,"['baboon', 'sloth bear, Melursus ursinus, Ursus ursinus', 'gibbon, Hylobates lar', 'groenendael', 'orangutan, orang, orangutang, Pongo pygmaeus']",images\30459.jpeg
30462.jpeg,"['tusker', 'Indian elephant, Elephas maximus', 'African elephant, Loxodonta africana', 'dumbbell']",images\30462.jpeg
30483.jpeg,"['comic book', 'book jacket, dust cover, dust jacket, dust wrapper', 'gorilla, Gorilla gorilla']",images\30483.jpeg
3049.jpeg,"['web site, website, internet site, site', 'half track', 'comic book']",images\3049.jpeg
3050.jpeg,"['swing', 'alp', 'cliff, drop, drop-off', 'valley, vale', 'parachute, chute']",images\3050.jpeg
30504.jpeg,"['trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'web site, website, internet site, site']",images\30504.jpeg
30510.jpeg,"['maze, labyrinth', 'rubber eraser, rubber, pencil eraser', ""carpenter's kit, tool kit"", 'rule, ruler', 'coil, spiral, volute, whorl, helix']",images\30510.jpeg
30526.jpeg,"['guillotine', 'pole', 'sliding door', 'window screen', 'obelisk']",images\30526.jpeg
30530.jpeg,"['gorilla, Gorilla gorilla', 'bannister, banister, balustrade, balusters, handrail', 'pedestal, plinth, footstall', 'siamang, Hylobates syndactylus, Symphalangus syndactylus', 'chimpanzee, chimp, Pan troglodytes']",images\30530.jpeg
30531.jpeg,"['radio, wireless', 'loudspeaker, speaker, speaker unit, loudspeaker system, speaker system', 'monitor']",images\30531.jpeg
30547.jpeg,"['jeep, landrover']",images\30547.jpeg
30548.jpeg,"['gondola', 'canoe']",images\30548.jpeg
3056.jpeg,"['quilt, comforter, comfort, puff', 'comic book', 'balloon', 'cliff dwelling', 'cliff, drop, drop-off']",images\3056.jpeg
30570.jpeg,"['Model T', 'jeep, landrover', 'golfcart, golf cart', 'half track', 'tractor']",images\30570.jpeg
30573.jpeg,"['tripod', 'volcano', 'valley, vale', 'mountain bike, all-terrain bike, off-roader', 'cliff, drop, drop-off']",images\30573.jpeg
30596.jpeg,"['comic book', 'book jacket, dust cover, dust jacket, dust wrapper', 'web site, website, internet site, site']",images\30596.jpeg
30601.jpeg,"['baboon', 'macaque', 'langur']",images\30601.jpeg
30622.jpeg,"['baboon', 'fountain', 'langur', 'spider monkey, Ateles geoffroyi', 'fire screen, fireguard']",images\30622.jpeg
30634.jpeg,"['spotlight, spot']",images\30634.jpeg
3064.jpeg,"['Komodo dragon, Komodo lizard, dragon lizard, giant lizard, Varanus komodoensis', 'greenhouse, nursery, glasshouse', 'canoe', 'valley, vale', 'American alligator, Alligator mississipiensis']",images\3064.jpeg
30645.jpeg,"['bannister, banister, balustrade, balusters, handrail', 'pedestal, plinth, footstall']",images\30645.jpeg
30670.jpeg,"['soccer ball', 'park bench']",images\30670.jpeg
30673.jpeg,"['gibbon, Hylobates lar', 'orangutan, orang, orangutang, Pongo pygmaeus', 'howler monkey, howler']",images\30673.jpeg
30679.jpeg,"['suspension bridge', 'spotlight, spot', 'prison, prison house', 'bannister, banister, balustrade, balusters, handrail', 'fountain']",images\30679.jpeg
30680.jpeg,"['canoe', 'paddle, boat paddle', 'cannon', 'gondola', 'killer whale, killer, orca, grampus, sea wolf, Orcinus orca']",images\30680.jpeg
3071.jpeg,"['shopping cart', 'water bottle', 'spotlight, spot', 'traffic light, traffic signal, stoplight', 'pop bottle, soda bottle']",images\3071.jpeg
3072.jpeg,"['comic book', ""loupe, jeweler's loupe"", 'jigsaw puzzle', 'book jacket, dust cover, dust jacket, dust wrapper']",images\3072.jpeg
30730.jpeg,"['web site, website, internet site, site', 'comic book', 'book jacket, dust cover, dust jacket, dust wrapper', 'maze, labyrinth', 'analog clock']",images\30730.jpeg
30735.jpeg,"['flute, transverse flute', 'oboe, hautboy, hautbois', 'Kerry blue terrier', 'American black bear, black bear, Ursus americanus, Euarctos americanus', 'Indian elephant, Elephas maximus']",images\30735.jpeg
30748.jpeg,"['web site, website, internet site, site', 'comic book', 'book jacket, dust cover, dust jacket, dust wrapper']",images\30748.jpeg
3075.jpeg,"['baboon', 'orangutan, orang, orangutang, Pongo pygmaeus', 'gibbon, Hylobates lar', 'siamang, Hylobates syndactylus, Symphalangus syndactylus', 'macaque']",images\3075.jpeg
30753.jpeg,"['gorilla, Gorilla gorilla', 'chimpanzee, chimp, Pan troglodytes', 'tub, vat', 'bathtub, bathing tub, bath, tub']",images\30753.jpeg
30757.jpeg,"['orangutan, orang, orangutang, Pongo pygmaeus', 'baboon', 'Irish setter, red setter', 'macaque']",images\30757.jpeg
30783.jpeg,"['platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus', 'badger']",images\30783.jpeg
30789.jpeg,"['restaurant, eating house, eating place, eatery', 'patio, terrace', 'park bench', 'lakeside, lakeshore']",images\30789.jpeg
3080.jpeg,"['web site, website, internet site, site', 'comic book', 'book jacket, dust cover, dust jacket, dust wrapper']",images\3080.jpeg
30814.jpeg,"['stupa, tope', 'barn', 'church, church building', 'dome', 'thatch, thatched roof']",images\30814.jpeg
30841.jpeg,"['hook, claw', 'car mirror', 'cloak', 'park bench', 'lakeside, lakeshore']",images\30841.jpeg
3085.jpeg,"['mountain bike, all-terrain bike, off-roader', 'unicycle, monocycle', 'lakeside, lakeshore', 'alp', 'book jacket, dust cover, dust jacket, dust wrapper']",images\3085.jpeg
3086.jpeg,"['web site, website, internet site, site', 'comic book']",images\3086.jpeg
30860.jpeg,"['gibbon, Hylobates lar', 'orangutan, orang, orangutang, Pongo pygmaeus', 'baboon', 'comic book', 'mountain tent']",images\30860.jpeg
30863.jpeg,"['street sign', 'bannister, banister, balustrade, balusters, handrail', 'bobsled, bobsleigh, bob', 'gorilla, Gorilla gorilla', 'bullet train, bullet']",images\30863.jpeg
30868.jpeg,"['sea snake', 'comic book', 'snowplow, snowplough', 'plow, plough', 'jeep, landrover']",images\30868.jpeg
30896.jpeg,"['gibbon, Hylobates lar', 'gorilla, Gorilla gorilla', 'baboon', 'siamang, Hylobates syndactylus, Symphalangus syndactylus', 'chimpanzee, chimp, Pan troglodytes']",images\30896.jpeg
30902.jpeg,"['orangutan, orang, orangutang, Pongo pygmaeus', 'titi, titi monkey', 'patas, hussar monkey, Erythrocebus patas', 'Afghan hound, Afghan', 'Irish water spaniel']",images\30902.jpeg
30906.jpeg,"['bannister, banister, balustrade, balusters, handrail']",images\30906.jpeg
30929.jpeg,"['lakeside, lakeshore', 'Bouvier des Flandres, Bouviers des Flandres', 'giant schnauzer', 'seashore, coast, seacoast, sea-coast', 'cliff, drop, drop-off']",images\30929.jpeg
3093.jpeg,"['web site, website, internet site, site', 'church, church building', 'book jacket, dust cover, dust jacket, dust wrapper', 'comic book', 'bell cote, bell cot']",images\3093.jpeg
3094.jpeg,"['web site, website, internet site, site', 'comic book', 'book jacket, dust cover, dust jacket, dust wrapper', 'brass, memorial tablet, plaque']",images\3094.jpeg
31000.jpeg,"['dam, dike, dyke', 'web site, website, internet site, site']",images\31000.jpeg
31005.jpeg,"['cliff, drop, drop-off', 'mountain bike, all-terrain bike, off-roader', 'lakeside, lakeshore', 'unicycle, monocycle', 'valley, vale']",images\31005.jpeg
31009.jpeg,"['gorilla, Gorilla gorilla', 'chimpanzee, chimp, Pan troglodytes']",images\31009.jpeg
31025.jpeg,"['orangutan, orang, orangutang, Pongo pygmaeus', 'chimpanzee, chimp, Pan troglodytes']",images\31025.jpeg
3105.jpeg,"['spider monkey, Ateles geoffroyi', 'langur', 'colobus, colobus monkey', 'macaque', 'siamang, Hylobates syndactylus, Symphalangus syndactylus']",images\3105.jpeg
31052.jpeg,"['alp', 'volcano', 'promontory, headland, head, foreland', 'cliff, drop, drop-off', 'valley, vale']",images\31052.jpeg
31062.jpeg,"['trilobite', 'lumbermill, sawmill', 'boathouse', 'valley, vale', 'dam, dike, dyke']",images\31062.jpeg
3107.jpeg,"['alp', 'ski', 'snowmobile']",images\3107.jpeg
31100.jpeg,"['web site, website, internet site, site', 'comic book', 'book jacket, dust cover, dust jacket, dust wrapper']",images\31100.jpeg
3112.jpeg,"['lakeside, lakeshore', 'palace', 'lumbermill, sawmill', 'canoe', 'bannister, banister, balustrade, balusters, handrail']",images\3112.jpeg
31121.jpeg,"['mountain tent', 'lakeside, lakeshore', 'boathouse', 'valley, vale', 'suspension bridge']",images\31121.jpeg
31122.jpeg,"['gibbon, Hylobates lar', 'siamang, Hylobates syndactylus, Symphalangus syndactylus', 'langur', 'macaque', 'chimpanzee, chimp, Pan troglodytes']",images\31122.jpeg
31153.jpeg,['comic book'],images\31153.jpeg
31166.jpeg,"['gibbon, Hylobates lar', 'gorilla, Gorilla gorilla', 'chimpanzee, chimp, Pan troglodytes', 'siamang, Hylobates syndactylus, Symphalangus syndactylus', 'baboon']",images\31166.jpeg
31201.jpeg,"['tripod', 'shower curtain', 'swing', 'window shade', 'window screen']",images\31201.jpeg
3121.jpeg,['mountain tent'],images\3121.jpeg
3122.jpeg,"['gorilla, Gorilla gorilla', 'gibbon, Hylobates lar', 'baboon', 'siamang, Hylobates syndactylus, Symphalangus syndactylus', 'chimpanzee, chimp, Pan troglodytes']",images\3122.jpeg
31246.jpeg,"['fountain', 'triceratops', 'eel', 'reel', 'zebra']",images\31246.jpeg
31302.jpeg,"['orangutan, orang, orangutang, Pongo pygmaeus', 'gorilla, Gorilla gorilla']",images\31302.jpeg
31303.jpeg,"['bookshop, bookstore, bookstall', 'jean, blue jean, denim', 'gondola', 'bow tie, bow-tie, bowtie', 'shoe shop, shoe-shop, shoe store']",images\31303.jpeg
31368.jpeg,"['moped', 'motor scooter, scooter', 'crash helmet', 'comic book']",images\31368.jpeg
31404.jpeg,"['book jacket, dust cover, dust jacket, dust wrapper', 'comic book', 'jersey, T-shirt, tee shirt', 'envelope', 'web site, website, internet site, site']",images\31404.jpeg
31419.jpeg,"['park bench', 'comic book', 'patio, terrace', 'carousel, carrousel, merry-go-round, roundabout, whirligig', 'sliding door']",images\31419.jpeg
