Image,Image Caption(s),Generated_Image_Path
27888.jpeg,"['a black and white photo of an old car', 'a black and white photo of a boat with people in it .', 'a black and white photo of a boat with people in it']",images\27888.jpeg
2789.jpeg,"['a living room filled with furniture and a fire place .', 'a living room filled with furniture and a fireplace .', 'a living room filled with furniture and a large window .']",images\2789.jpeg
27895.jpeg,"['a black and white cat sitting on a window sill .', 'a cat sitting on a window sill looking out the window .', 'a black and white cat sitting in front of a window .']",images\27895.jpeg
27897.jpeg,"['a black and white photo of a person holding a snow board', 'a black and white photo of a person holding a snow board .', 'a black and white photo of a man holding a kite .']",images\27897.jpeg
27906.jpeg,"['a teddy bear sitting in the middle of a forest .', 'a teddy bear sitting on a tree branch .', 'a teddy bear sitting on a tree branch']",images\27906.jpeg
27908.jpeg,"['a group of people standing around a fire hydrant .', 'a group of people standing on top of a fire hydrant .', 'a group of people standing on top of a wooden bench .']",images\27908.jpeg
2792.jpeg,"['a black and white photo of a person in a mirror', 'a black and white photo of a cat in a mirror', 'a black and white photo of a man in a mirror']",images\2792.jpeg
27923.jpeg,"['a black and white photo of a mountain range .', 'a black and white photo of a snowy mountain .', 'a black and white photo of a snowy mountain']",images\27923.jpeg
2794.jpeg,"['a statue of a bear sitting on top of a book .', 'a statue of a bear sitting on top of a book shelf .', 'a statue of a bear sitting on top of a table .']",images\2794.jpeg
27941.jpeg,"['a black and white photo of a tennis player', 'a black and white photo of a tennis player .', 'a black and white photo of a baseball game .']",images\27941.jpeg
27948.jpeg,"['a man riding a wave on top of a surfboard .', 'a man on a surfboard riding a wave .', 'a man riding a surfboard on top of a wave .']",images\27948.jpeg
27955.jpeg,"['a group of people standing around a herd of elephants .', 'a group of people standing next to a herd of elephants .', 'a group of people standing next to a herd of sheep .']",images\27955.jpeg
27966.jpeg,"['a group of people standing around a fountain .', 'a group of people standing on top of a sandy beach .', 'a group of people standing on top of a beach .']",images\27966.jpeg
2797.jpeg,"['a group of people standing on top of a snow covered slope .', 'a group of people standing on a snow covered slope .', 'a group of people standing on top of a beach .']",images\2797.jpeg
27972.jpeg,"['a dog sitting in the back of a pickup truck .', 'a dog sitting in the back of a truck .', 'a cat sitting in the back of a car .']",images\27972.jpeg
27976.jpeg,"['a clock tower in the middle of a city .', 'a large clock tower in the middle of a city .', 'a clock tower in the middle of a city']",images\27976.jpeg
27978.jpeg,"['a group of people riding on the backs of horses .', 'a group of people riding horses down a dirt road .', 'a group of people riding horses on a dirt road .']",images\27978.jpeg
27983.jpeg,"['a man riding a skateboard down a street .', 'a person riding a skate board on a city street', 'a man riding a skateboard down a street next to a building .']",images\27983.jpeg
27991.jpeg,"['a small boat in a body of water', 'a small boat in a body of water with trees in the background', 'a small boat in the middle of a lake']",images\27991.jpeg
28005.jpeg,"['a group of people standing around a fire hydrant .', 'a group of people standing next to a fire hydrant .', 'a group of people standing next to each other .']",images\28005.jpeg
28008.jpeg,"['a close up of a person laying on a bed', 'a close up of a pair of shoes on a bed', 'a close up of a pair of shoes']",images\28008.jpeg
28012.jpeg,"['a man riding a bike down a snow covered road .', 'a man riding a bike down a snow covered slope .', 'a person riding a bike on a snowy slope']",images\28012.jpeg
28013.jpeg,"['a woman holding a teddy bear in a room .', 'a woman holding a teddy bear in front of a tv .', 'a woman holding a teddy bear in front of a mirror .']",images\28013.jpeg
28017.jpeg,"['a group of people sitting around a wooden table .', 'a group of people sitting around a table with food .', 'a group of people sitting around a wooden table']",images\28017.jpeg
28023.jpeg,"['a man standing next to a statue of a giraffe .', 'a man standing next to a giraffe in a zoo .', 'a man is feeding a giraffe in a zoo .']",images\28023.jpeg
2803.jpeg,"['a group of people sitting on a beach next to the ocean .', 'a group of people standing on a beach next to a boat .', 'a group of people sitting on a beach next to the ocean']",images\2803.jpeg
2804.jpeg,"['a black and white photo of a forest with trees', 'a black and white photo of a forest with trees .', 'a black and white photo of a snow covered forest .']",images\2804.jpeg
2805.jpeg,"['a large white bear sitting in front of a window .', 'a large bear sitting on top of a window sill .', 'a large white bear sitting on top of a window sill .']",images\2805.jpeg
2806.jpeg,"['a woman holding a teddy bear in her hands .', 'a woman is holding a teddy bear in her hands .', 'a woman holding a teddy bear in her hands']",images\2806.jpeg
28065.jpeg,"['a man is holding a stop sign in the air', 'a man is holding a stop sign in front of a building .', 'a man is holding a stop sign in the middle of a street .']",images\28065.jpeg
28080.jpeg,"['a man riding a skateboard up the side of a ramp .', 'a man riding a skateboard down a ramp .', 'a man riding a skateboard over a wooden ramp .']",images\28080.jpeg
28087.jpeg,"['a black and white photo of a <UNK> sign .', 'a black and white photo of a <UNK> sign', 'a black and white photo of a <UNK>']",images\28087.jpeg
28090.jpeg,"['a person riding a skate board on a city street', 'a man riding a skateboard down a street .', 'a person riding a skate board on a street']",images\28090.jpeg
28095.jpeg,"['a group of people standing on top of a lush green field .', 'a group of people standing next to a building .', 'a group of people standing on top of a wooden fence .']",images\28095.jpeg
28105.jpeg,"['a man riding a paddle board on top of a river .', 'a man riding a paddle board on top of a body of water .', 'a man riding a paddle board on top of a lake .']",images\28105.jpeg
28110.jpeg,"['a person is flying a kite on the beach .', 'a person is flying a kite on a beach .', 'a person is flying a kite on the beach']",images\28110.jpeg
28123.jpeg,"['a man standing next to a large elephant .', 'a man standing in front of a herd of sheep .', 'a man standing in front of a herd of elephants .']",images\28123.jpeg
28144.jpeg,"['a collage of photos of a man and a woman .', 'a collage of photos of a man and a woman', 'a collage of photos with a person holding a surf board']",images\28144.jpeg
2816.jpeg,"['a man in a suit and tie standing in a room .', 'a man in a suit and tie standing in front of a clock .', 'a man in a suit and tie is holding a book .']",images\2816.jpeg
2817.jpeg,"['a group of people riding horses on a beach .', 'a group of people riding horses on a beach', 'a group of people on a beach with a dog .']",images\2817.jpeg
2819.jpeg,"['a group of people sitting on top of a wooden bench .', 'a group of people sitting on top of a bench .', 'a group of people sitting on a bench next to a river .']",images\2819.jpeg
28197.jpeg,"['a black and white photo of a sign on a pole', 'a black and white photo of a sign on a pole .', 'a black and white photo of a sign that says <UNK> .']",images\28197.jpeg
2820.jpeg,"['a man riding a skateboard down the side of a ramp .', 'a person riding a skate board on a city street', 'a person riding a skate board on a ledge']",images\2820.jpeg
28200.jpeg,"['a group of people standing on top of a snow covered slope .', 'a group of people riding skis on top of a snow covered slope .', 'a group of people riding skis on a snowy surface']",images\28200.jpeg
28207.jpeg,"['a black and white photo of a polar bear .', 'a black and white photo of a polar bear', 'a black and white photo of a bear and a bear']",images\28207.jpeg
28210.jpeg,"['a dog sitting in the middle of a pile of garbage .', 'a dog is sitting in the middle of a street .', 'a dog sitting in the middle of a street .']",images\28210.jpeg
28218.jpeg,"['a group of horses standing in a field .', 'a group of animals standing on top of a snow covered field .', 'a group of animals standing on top of a hill .']",images\28218.jpeg
28230.jpeg,"['a group of people standing in front of a building .', 'a group of people standing in front of a window .', 'a group of people standing in front of a large building .']",images\28230.jpeg
28237.jpeg,"['a group of people sitting on top of a bench .', 'a group of people sitting on top of a wooden bench .', 'a group of people sitting on top of a cement bench .']",images\28237.jpeg
28244.jpeg,"['a man riding a skateboard down a street .', 'a group of people riding skateboards down a street .', 'a group of people riding skateboards down a snow covered slope .']",images\28244.jpeg
28263.jpeg,"['a statue of a man sitting on top of a bench .', 'a statue of a man holding a sign', 'a statue of a man sitting on a bench next to a sign .']",images\28263.jpeg
283.jpeg,"['a couple of animals that are sitting on a rock', 'a couple of animals that are sitting on some rocks', 'a couple of animals that are sitting in the grass .']",images\283.jpeg
2830.jpeg,"['a black and white photo of a man flying a kite .', 'a black and white photo of a man flying a kite', 'a black and white photo of a man flying a kite in the sky .']",images\2830.jpeg
